CrimeRate,SchoolRating,Price
9.32,6.36,313945.7134
48.02,7.91,177081.8556
10.13,7.86,244605.9014
46.01,5.19,104702.2639
44.94,4.74,272321.0159
19.18,7.6,324141.5167
9.16,5.98,208361.4597
48.55,8.01,485149.4351
17.64,10.0,1046675.64
29.41,6.06,228408.6537
72.72,8.07,219115.0432
49.74,7.96,397536.3935
21.09,5.79,380920.0576
31.68,6.91,194645.6957
54.6,8.76,256709.7659
4.2,7.25,415232.6716
36.86,5.23,291851.8906
9.8,8.99,298156.0984
56.42,8.3,597936.86
4.29,7.15,93244.66967
25.92,8.14,435899.0208
30.14,7.64,297723.341
37.73,8.3,285337.659
0.03,8.15,338282.5032
37.83,5.23,680379.2709
53.18,5.63,154910.4527
10.63,2.98,141305.0162
15.82,9.23,351857.5163
4.72,6.77,315702.0311
0.14,8.63,625194.5566
12.48,8.26,202105.9233
27.2,8.84,838651.0995
2.65,7.68,269142.4041
15.3,3.72,154184.2007
19.69,2.83,158586.5965
48.48,6.32,250219.6031
23.63,6.51,354530.4942
23.69,6.1,227591.673
22.37,6.34,380247.8732
53.02,8.04,173230.4008
9.24,7.53,192555.8989
4.96,4.74,218988.0487
22.93,9.44,346545.9581
57.5,6.39,108831.3591
15.28,7.12,251114.3834
19.52,9.63,150168.9155
60.08,6.17,290681.4959
2.75,7.62,188074.8765
49.12,7.84,130243.4643
66.85,6.23,402828.9072
76.47,6.5,185506.6524
28.61,8.24,636344.946
17.64,7.23,116963.4581
70.57,3.63,195228.6598
54.47,8.77,247500.2352
8.91,5.19,220771.2414
17.62,6.05,262995.1233
57.25,9.41,452777.9337
20.68,7.61,150876.3169
15.1,7.01,287045.0396
52.83,8.95,377986.588
59.07,5.8,205482.8076
56.96,5.59,146453.1937
34.19,7.8,314438.3722
26.29,5.7,183399.3991
21.19,10.0,362597.7191
24.87,9.93,332446.69
43.39,7.76,154243.4509
61.86,3.34,162349.4198
30.85,5.58,233356.7843
23.97,9.47,539832.9873
74.74,5.62,178337.6542
47.13,4.59,399845.0949
16.29,10.0,490977.0892
16.78,8.95,307326.7045
28.53,7.97,344662.7065
23.14,8.27,581250.1542
25.48,5.71,336213.541
24.33,4.64,100919.2111
34.9,6.38,572701.7326
32.71,5.85,279679.0263
34.76,4.46,159804.1684
52.78,7.61,102085.3713
38.18,5.83,263088.4075
6.15,4.24,133054.8655
8.11,9.46,395370.0208
36.1,7.89,122588.4295
35.79,8.39,208002.2829
43.99,3.65,151679.9536
36.37,6.17,208835.2267
17.3,4.72,258466.8909
33.01,5.59,156581.1599
20.09,10.0,287178.9815
17.89,6.97,365600.5205
23.12,7.1,213153.8592
50.24,4.92,161429.4012
16.06,9.64,589555.3422
57.0,6.62,204273.6783
55.35,7.17,224401.1229
10.8,9.36,182972.2245
51.18,8.63,531264.9596
24.52,5.58,176540.0897
24.99,9.13,296219.1147
34.01,5.75,361173.5942
44.52,1.92,253879.4828
43.0,8.6,323895.5717
28.43,5.41,194915.0189
19.31,4.65,148922.7213
3.78,6.81,434618.9425
28.5,5.24,100454.2202
18.24,10.0,274641.4696
15.99,5.9,139220.3462
17.36,7.35,469224.3919
8.95,7.77,405985.2649
48.02,1.45,108316.6944
1.51,10.0,634236.6517
49.64,5.75,115582.8138
7.13,7.44,155192.2549
21.85,5.54,221604.3822
51.64,6.5,391482.9572
41.36,7.16,138522.2516
45.65,5.21,277576.4536
29.9,5.17,200794.2658
33.57,5.56,388822.7101
12.36,7.82,502681.1407
19.11,7.82,257261.2663
21.99,7.76,558091.1803
9.74,8.07,284664.4704
7.32,6.6,238735.4337
32.81,6.37,233192.9191
44.34,10.0,219438.7073
59.49,7.81,299562.5482
3.77,3.82,94893.72949
29.87,8.74,144546.0256
23.41,7.15,276745.1316
19.64,6.36,243095.2922
43.76,3.92,144095.3205
48.08,9.32,527517.4762
6.0,5.43,172170.5016
14.42,6.71,294184.9964
39.55,9.97,126326.4729
19.25,10.0,801352.1832
12.98,5.94,291554.8425
44.56,4.98,268660.3877
17.3,7.3,406620.216
37.79,8.89,265806.8971
9.9,7.55,311079.6871
19.6,6.26,313837.4258
51.13,3.13,265184.1466
11.23,9.33,314011.1561
45.38,2.95,224462.6259
5.14,4.39,216027.484
32.99,5.57,243836.8679
45.72,10.0,333808.6597
65.15,4.53,106660.6252
5.25,2.66,299295.496
16.38,8.42,620643.526
47.7,7.23,243314.3963
14.47,7.35,286863.768
34.22,7.68,312914.8435
18.31,7.49,437594.4926
18.23,5.98,190286.3937
39.12,8.08,139014.6639
30.25,4.92,285480.6974
54.59,5.76,664778.3726
35.33,6.28,234702.934
35.8,10.0,277124.1579
25.63,9.17,596871.5103
3.96,7.58,171563.133
51.03,5.49,620485.497
4.89,6.87,166401.0351
54.64,7.5,155966.8368
5.91,10.0,243713.4611
29.1,7.88,364915.3492
39.62,7.04,317209.8854
36.93,7.51,89507.31472
57.93,5.0,168172.0172
38.99,4.45,107426.5406
7.11,9.03,87592.69696
39.06,8.09,174603.251
14.98,6.5,668152.1142
29.24,8.55,114055.9299
63.4,8.52,379709.2558
30.07,4.5,184345.9638
28.58,8.99,647940.0255
25.2,2.56,152156.6843
18.72,10.0,577973.6383
24.56,6.82,164053.6481
44.06,6.23,220116.8995
36.29,6.44,347992.3326
4.62,10.0,407982.6534
21.67,7.63,495983.2214
35.24,7.8,351533.8074
34.0,5.32,263045.3486
8.71,7.42,231689.9809
44.43,4.87,100671.6346
39.42,8.27,228320.9626
20.39,7.79,455923.3553
4.77,3.76,145622.0632
43.06,10.0,458837.414
65.56,3.6,125356.8514
16.17,7.95,386853.4093
33.68,9.39,504576.2147
25.32,8.71,290723.6744
72.06,7.49,249253.7187
21.08,7.39,172082.2746
11.51,6.75,701063.0109
9.81,6.61,255223.1838
46.58,5.94,276946.0848
5.94,10.0,527403.0778
23.66,7.17,106858.1898
14.53,10.0,473517.8678
62.86,5.32,173749.1011
24.17,5.54,174112.8032
46.95,4.34,273206.7468
33.88,9.02,106203.7719
32.19,6.6,392429.0313
47.85,5.32,292651.1657
23.77,6.84,137434.8608
56.36,7.24,241637.9918
49.65,9.07,728016.4966
54.04,7.94,450754.4439
36.35,10.0,184023.9313
7.32,3.14,129585.866
15.42,7.84,189464.8595
61.86,7.95,192709.4402
49.43,5.61,87553.43304
50.0,7.07,294734.4667
23.0,5.33,266314.2278
34.8,8.49,592114.7018
66.65,5.81,172264.1938
25.71,8.94,451392.1117
35.7,4.31,189542.5624
42.21,4.07,154377.7289
21.44,5.31,247646.9723
51.91,6.14,115076.6196
16.35,6.71,325171.012
18.03,5.87,404649.8598
46.15,6.06,268498.1044
10.8,6.02,244151.4962
40.75,6.98,542507.0004
14.54,7.19,257834.9712
35.58,10.0,446524.2008
30.96,6.58,523759.2625
21.15,8.98,214599.2362
53.39,5.62,411991.4629
3.82,7.19,209226.8989
7.27,5.83,235726.9397
25.15,8.26,220458.9936
25.01,7.11,326257.5547
40.06,4.59,195380.3873
14.86,6.15,200222.2152
62.24,2.57,115898.4252
10.89,8.63,310388.4997
36.44,8.9,498427.3212
28.49,10.0,175804.0395
43.54,9.83,333119.4581
38.2,6.34,272175.1689
24.02,2.62,180489.4816
12.35,5.1,178832.3372
20.19,6.49,246774.391
33.02,7.15,367857.0917
14.38,8.21,352118.863
14.54,10.0,436686.29
16.65,7.06,266635.8168
33.65,6.26,216118.7539
28.96,6.12,381030.2686
3.23,5.37,445123.7902
12.75,4.69,290193.7822
58.68,7.07,146184.7259
33.05,3.4,167505.027
28.71,7.12,338592.5273
14.66,5.16,126734.4481
36.15,4.32,106573.5554
15.52,10.0,429336.5244
50.41,10.0,307431.951
40.36,5.65,192298.4441
29.09,3.94,348718.2566
33.12,7.45,253793.309
37.65,6.53,324138.1524
1.36,6.92,209459.8706
20.59,3.44,311554.6722
56.25,3.51,166416.1392
3.33,7.62,387598.4927
56.54,5.27,293436.3778
16.65,8.27,559270.6017
14.97,8.3,275386.7579
2.21,8.69,123995.3891
7.83,6.69,185993.6128
28.49,6.45,347272.8982
37.99,6.96,168852.6152
32.64,5.28,274219.2224
0.75,9.44,220880.9254
53.7,8.4,436583.3912
38.64,5.76,264995.9968
37.83,7.17,180264.3626
30.9,5.88,311390.3588
19.97,6.52,244642.5188
39.15,6.47,147432.4916
2.77,7.2,169045.8255
44.32,5.38,140598.8579
37.22,5.63,247071.616
22.08,4.82,160568.0355
35.82,7.36,181325.5549
22.77,10.0,403407.0994
49.75,8.49,229290.5403
28.24,4.5,331012.6022
17.68,9.67,297790.4311
50.9,6.13,109519.9162
65.58,6.3,228840.023
8.75,5.07,164642.1452
35.11,6.12,368724.117
19.57,6.06,716433.5331
38.87,8.72,301249.9623
52.51,3.55,191719.6633
52.63,5.68,109352.9138
66.59,4.53,112111.933
34.52,7.6,292428.3672
27.92,8.41,285671.5703
0.54,10.0,740112.2268
7.21,2.47,132210.7474
52.05,7.56,123607.752
32.55,4.56,107785.5137
67.68,8.83,560377.0145
20.27,6.98,445000.4992
25.32,9.67,585904.7904
1.75,8.48,548801.6252
53.26,6.27,454510.2017
49.92,3.83,247871.7929
12.81,6.38,169035.3533
12.71,6.04,294636.4247
31.28,5.3,335479.1449
0.06,8.76,174486.9737
6.38,5.2,161024.8989
34.27,7.56,341453.6385
17.78,7.89,366320.0461
39.02,6.18,384302.9634
32.07,6.4,369374.0785
29.97,8.27,133195.6287
28.97,7.37,187035.2859
33.46,6.41,390743.2922
16.01,7.15,533515.2737
12.56,10.0,447754.7187
34.81,7.41,203826.3253
32.08,7.28,299748.049
35.65,5.19,176180.2675
1.55,5.06,141906.3328
29.42,7.43,166410.2939
1.13,8.73,220449.0188
43.21,5.99,167060.5385
29.81,10.0,595309.7115
18.93,7.33,238031.5034
39.48,7.67,294966.6083
70.59,6.97,387022.6954
21.83,9.08,358954.4705
50.95,6.4,182090.5999
30.89,6.14,306499.0732
19.42,6.78,239145.3146
50.89,5.28,147605.9
0.22,7.03,223834.2497
32.6,6.17,147751.6192
27.75,5.95,172946.3162
8.5,6.3,106683.0052
6.62,7.77,377484.9406
6.79,8.77,259129.7683
13.49,8.44,221652.5832
54.68,6.27,183995.1525
43.91,9.14,439736.5995
35.99,4.26,325228.2416
49.05,7.98,277072.5336
43.53,7.57,126781.413
52.37,4.56,118293.0448
32.19,8.83,408199.614
43.73,4.49,317286.8387
53.25,6.54,237747.1793
27.75,9.16,368140.5532
32.19,4.37,190796.713
31.67,3.91,130991.5648
43.1,9.74,373566.5159
25.92,6.99,181623.4481
2.83,6.49,247757.2793
17.61,9.48,637845.1546
51.73,5.81,198737.0467
36.28,5.55,269320.9444
12.68,5.61,105014.6275
33.11,4.36,236852.6988
62.72,0.64,140335.5584
6.77,5.15,379303.0371
4.34,6.41,481586.8265
51.31,7.01,557984.5278
34.31,7.66,621514.0038
33.88,7.93,102435.3805
40.07,8.98,208616.2079
28.83,5.73,95474.22338
2.48,5.64,355748.8956
44.15,9.15,431632.9844
3.74,7.24,186967.2311
28.68,7.03,409837.8844
28.33,10.0,470749.5279
38.03,6.43,344345.3157
36.25,6.37,105457.0652
29.26,7.76,335858.8406
10.21,10.0,330874.5842
18.86,3.84,182404.964
60.29,1.8,157016.0229
6.1,4.71,171020.9746
18.06,5.86,475149.7195
44.76,5.94,127201.7428
32.09,7.55,425016.2084
12.09,3.26,179111.0641
27.22,9.33,441797.6611
26.67,7.0,383062.9673
30.05,5.22,183050.1678
18.59,8.56,214792.7871
49.75,4.53,210386.9226
22.01,5.09,284128.3875
76.28,8.25,658930.854
55.86,5.1,223631.1761
40.65,8.52,458718.1038
46.04,6.78,355520.0706
30.57,6.25,303812.3481
35.1,4.73,321465.721
37.95,8.4,176071.022
13.9,6.62,321142.0997
38.88,7.13,293853.7085
48.16,6.0,117408.8394
17.4,5.58,358166.2244
39.35,6.62,488321.9791
0.81,10.0,266132.3364
45.15,3.74,135240.9527
35.34,10.0,269500.4758
13.94,7.71,296420.9407
12.81,6.6,352245.6365
6.44,7.16,108036.1452
73.91,7.01,469787.4253
44.33,8.16,242474.8316
16.42,5.99,195394.7271
64.9,7.22,423666.1849
20.24,9.21,649298.622
35.77,9.78,552908.7589
35.73,9.13,340049.7139
63.91,6.2,139838.0712
30.98,5.6,394748.4104
62.44,6.36,331474.4211
11.72,9.21,420596.5449
31.85,7.99,148936.4237
5.55,9.5,237289.5945
37.87,8.1,477659.6964
56.24,4.82,241973.132
14.6,5.76,214542.4035
63.55,6.62,515634.3517
22.14,4.85,178277.2988
35.67,8.86,118005.4383
40.58,5.94,233930.5767
16.03,10.0,358519.7049
40.06,8.16,439467.0557
2.54,7.63,579828.7902
61.57,5.79,340846.2192
29.73,5.6,103906.7701
31.68,7.23,303263.1002
21.54,6.59,454814.8805
28.9,7.53,262885.2504
31.09,6.45,444323.1819
20.08,7.81,379378.2464
66.17,6.0,516899.9028
11.02,7.79,317864.72
18.32,5.71,99796.15875
26.79,6.92,183644.5634
19.67,6.54,265923.2631
17.58,7.14,458340.5494
25.49,4.86,515034.703
2.23,9.37,239890.6814
38.11,8.99,113473.0186
8.61,7.58,202333.7397
33.14,4.83,162320.7656
25.57,5.76,179304.2649
43.33,7.08,146327.6155
32.52,6.51,362669.4953
18.05,8.55,178287.6262
28.2,5.8,203330.5476
75.94,8.3,389246.5963
15.88,6.84,169245.1904
11.33,7.81,230955.7823
13.36,8.57,478604.9413
41.82,4.43,99201.47008
6.17,3.17,169669.0713
36.87,9.45,191978.5615
58.15,6.93,525579.2303
20.61,6.42,363172.6963
23.55,9.12,429467.2941
48.3,5.45,118339.1469
34.3,7.96,130151.0263
38.4,9.35,188495.1353
15.73,3.92,110478.7079
14.77,10.0,722695.5967
7.36,8.85,248443.0907
22.11,10.0,222835.941
32.58,6.41,229907.5308
12.95,6.8,649144.8176
44.59,6.1,158795.2187
29.47,9.53,295696.8424
10.48,6.41,444847.9144
13.92,8.4,610665.3734
1.39,6.93,260584.5972
22.57,7.85,223352.04
19.44,8.58,605332.7378
58.52,5.05,449874.4741
25.83,9.18,476766.0442
20.61,5.77,237711.8506
57.03,5.88,138983.7605
47.68,9.17,674874.6858
26.44,6.18,168961.3183
50.74,8.82,147636.2983
3.52,10.0,728981.4251
39.52,8.64,671258.9396
11.04,7.35,228969.0716
7.87,7.95,136992.0677
24.5,7.93,653098.2287
18.81,4.98,129436.3972
12.72,9.28,317623.7007
52.28,5.71,260065.2432
41.84,7.91,458228.8181
6.0,9.79,380930.7666
41.81,8.73,120021.2617
60.16,4.92,410505.7881
52.64,4.25,134547.8645
10.59,8.56,446895.5184
56.49,9.46,392080.7921
9.33,6.87,350743.6955
46.56,6.55,218544.2298
25.55,5.19,206442.1435
36.56,6.71,259413.2253
37.13,8.46,125330.8811
44.6,8.42,375807.7968
6.79,6.42,256951.685
28.65,9.13,492346.072
28.88,5.19,111387.8426
65.43,6.06,140480.1178
9.22,8.78,298550.7118
38.64,7.21,448388.3903
29.67,6.9,178847.5692
52.82,6.96,313865.4735
39.19,6.88,209281.8858
31.28,6.24,479347.3542
40.66,4.14,241370.1502
6.35,9.52,420008.0172
36.58,2.98,260597.4029
53.9,5.73,494047.2404
23.65,8.42,513305.2882
49.66,5.01,221980.481
19.38,8.12,226476.069
50.98,5.63,442888.6542
73.48,3.62,104515.8155
19.35,7.4,471933.5698
8.25,7.7,376806.9077
10.7,6.93,360383.6609
22.32,5.63,198803.6428
37.9,5.13,227750.252
58.37,6.12,292000.4039
12.23,10.0,319296.6176
48.94,8.16,348788.7039
38.85,4.41,323911.7643
44.04,7.99,591379.3687
41.41,7.84,262216.334
32.39,6.29,111532.0583
44.02,4.39,301123.5065
15.01,5.46,197930.0233
47.6,5.64,368004.9107
51.8,7.26,340697.6327
43.2,5.75,222754.4147
21.89,7.11,335423.1111
39.49,6.65,237801.2117
35.6,8.72,363179.2547
16.36,8.94,702986.559
20.73,6.85,387702.7452
12.78,10.0,498591.0251
5.74,10.0,313402.4745
64.36,4.9,112495.9077
3.51,4.61,597680.795
6.64,7.85,407702.4333
18.8,10.0,438060.8193
9.3,10.0,228007.9217
46.24,6.05,149637.461
7.54,9.49,545986.41
23.37,7.84,158374.7565
24.97,5.69,362288.7938
28.06,8.77,553869.8339
41.13,3.91,249996.7756
6.07,6.5,357602.1174
56.28,8.0,258264.0576
4.6,7.66,465727.5718
26.91,7.32,284453.0662
1.16,7.94,195818.9389
28.13,7.24,425329.428
25.33,6.85,544573.6443
2.9,8.66,340131.4768
7.0,9.72,262084.584
32.37,6.61,267071.2183
43.48,4.75,323049.1251
12.81,10.0,436059.7709
39.14,7.96,228529.6801
77.48,2.17,225040.9524
7.66,10.0,420670.8592
51.79,1.43,281768.783
33.38,4.77,395455.9143
37.92,4.97,147100.1732
0.41,9.03,395342.5076
57.54,6.4,210296.1478
17.19,7.81,179707.2477
34.45,7.09,231996.3563
45.98,6.27,550819.4833
33.14,7.5,506588.2279
51.45,8.47,318574.8172
39.23,1.79,129388.2699
12.9,9.53,621039.3751
8.74,6.33,264770.1768
24.11,7.39,362670.4233
18.73,6.72,159865.7763
25.8,6.08,135171.2247
42.92,5.96,338874.9432
14.21,6.46,207916.0652
5.94,5.76,253804.8412
11.54,3.54,413716.1285
71.58,3.24,239473.8559
70.69,3.12,350815.0944
22.06,3.04,93040.74187
39.2,9.11,631525.8582
29.29,5.94,124117.4428
31.66,8.17,480959.1294
17.39,6.32,168395.9918
22.61,5.04,649669.2624
29.54,3.44,153786.7746
6.87,7.54,304780.9044
17.67,7.33,260961.0197
15.37,8.67,412065.7793
11.89,7.97,307821.1758
5.62,6.6,242770.8674
40.44,4.83,439405.5189
36.44,9.01,579376.8411
44.81,5.56,263584.8855
65.17,7.15,371056.8776
49.7,6.65,322889.1985
0.58,8.85,352007.6445
21.44,9.01,298703.9825
36.12,6.0,203789.1138
4.06,9.36,486223.6836
22.44,2.93,191567.1324
26.28,8.92,226085.6429
44.22,5.51,174009.5459
6.48,8.37,393730.3412
44.0,4.81,180812.6816
55.26,4.59,97214.25526
40.59,8.05,202350.4343
32.11,9.95,409990.2258
22.0,7.39,343211.2567
63.64,6.68,216777.2147
41.02,7.3,107551.5454
35.88,5.22,285942.035
52.44,4.26,270183.298
55.44,8.34,315701.3441
9.43,4.1,714639.506
50.83,10.0,350210.6549
45.75,8.02,537768.8483
33.22,6.64,119661.8405
29.51,6.4,197713.3609
34.83,7.33,121473.7397
42.39,5.92,293993.3106
48.69,6.17,175056.4765
28.18,8.56,250630.2176
35.72,8.19,365013.7557
24.6,7.68,363917.0858
3.62,6.2,261312.3182
23.77,4.92,277380.0021
26.65,2.76,301554.775
56.96,9.42,294474.7962
8.96,9.57,492082.8928
37.18,4.32,86238.83042
31.55,5.69,112350.1734
43.38,7.6,298228.7665
70.95,5.01,314212.8878
42.89,5.24,413615.4089
37.62,8.25,501300.8343
37.47,5.23,453849.3753
8.21,6.86,377705.7939
11.41,8.63,150242.8915
15.8,9.83,991274.4424
37.13,9.09,454624.7953
80.41,7.69,114219.9196
10.72,10.0,451632.5014
13.4,9.71,345417.8795
1.61,7.17,485288.7307
44.57,5.17,508459.2489
3.88,10.0,682957.6831
23.12,6.35,152273.9906
5.79,7.96,478765.379
46.36,6.41,408698.952
0.52,7.78,303848.0849
13.04,6.65,485823.7032
22.7,8.54,324655.1221
44.58,8.15,295611.038
40.46,6.56,325843.6499
37.2,8.42,429472.0052
83.35,6.9,173076.6515
42.78,7.67,274644.6068
24.35,2.83,216655.028
51.48,4.63,432756.0642
0.22,7.46,194939.3225
31.19,3.91,298930.5856
3.8,8.49,335873.3856
33.84,5.74,150688.617
15.87,4.78,89280.14708
41.76,7.51,416279.762
61.35,5.33,194669.4038
5.77,7.35,582712.1101
3.62,5.13,217355.5061
19.94,7.9,312105.731
7.69,6.05,265426.7808
57.05,4.73,175174.4727
46.24,6.31,403775.1233
8.16,7.55,202260.9904
18.82,8.0,413029.4084
20.03,2.95,163368.2428
50.43,3.14,127826.9011
16.03,3.72,152646.3897
56.08,8.13,134596.131
27.11,5.0,227867.0347
34.3,6.4,207249.2201
36.51,6.86,124085.0562
28.17,6.36,290249.893
32.9,5.5,271564.8979
25.38,7.66,380646.3154
40.54,7.18,567107.0582
27.86,5.24,642582.8348
3.59,6.44,179935.4661
7.51,7.17,480828.826
29.59,10.0,277087.4016
5.69,7.89,374306.8394
16.97,8.65,423648.7103
26.12,2.57,333004.9719
12.28,5.9,210136.9152
23.29,9.27,425217.6306
62.58,8.32,411627.6809
47.2,8.57,452303.4089
1.93,7.17,255798.0539
10.46,7.3,334043.8965
44.48,7.5,198408.6971
3.82,9.5,396697.5594
22.5,9.32,332887.2554
79.44,5.56,339846.8397
47.12,7.3,411235.6714
67.92,6.29,332437.6919
25.83,4.37,175921.5956
5.74,5.71,166427.1753
13.39,6.35,143619.0809
28.66,9.33,287789.7826
11.2,6.85,138546.8422
14.53,7.67,128863.451
34.18,7.74,251516.9781
40.08,9.02,313710.4687
6.22,8.32,324846.9354
6.06,10.0,290805.3052
38.72,6.22,126372.039
32.01,2.67,142295.662
10.31,8.95,571602.0232
3.64,8.04,460052.4777
44.39,3.61,116897.0428
59.91,8.2,215313.2562
31.04,7.61,194777.6616
45.92,3.34,174263.9779
66.98,4.0,196604.6614
43.31,2.86,145967.6379
20.52,6.29,232443.1219
21.44,4.86,153304.2906
6.66,7.52,209952.1873
41.99,5.83,117728.0793
2.85,9.07,482068.3311
9.3,5.59,215120.723
27.13,9.97,209402.4015
40.41,9.55,443293.6067
24.24,5.29,364630.6228
46.21,6.75,212369.7208
36.82,5.43,184298.8701
31.13,6.3,162069.5658
11.66,8.16,297133.7751
40.95,4.99,301719.5129
12.26,8.2,107249.169
34.42,6.39,167792.6953
14.9,9.43,504189.9766
1.48,9.77,290609.6604
31.4,6.15,494415.0555
31.53,8.98,404071.5205
41.32,4.83,269349.8726
41.38,6.57,119365.209
19.29,6.0,189391.0331
24.14,7.38,200630.6172
6.52,10.0,203073.0997
42.9,5.07,153056.5317
32.36,3.52,107153.8993
19.04,7.45,263745.9375
31.57,5.52,245724.4255
30.3,7.64,402197.8271
6.72,9.55,413801.6422
25.52,4.21,278236.9864
25.21,9.69,600335.1548
41.45,6.9,224321.015
20.99,7.2,455628.2404
7.93,6.49,159097.7158
5.16,7.56,334113.5332
10.57,5.63,182488.3861
52.77,4.7,285175.2294
72.3,7.07,323339.5808
49.75,9.21,188525.5716
3.08,8.14,408009.4866
41.5,9.21,484361.1995
26.97,4.16,485449.7041
63.97,6.33,98573.58358
46.97,6.86,549795.928
22.15,7.81,408791.31
29.34,7.98,216648.2848
10.23,9.3,402487.8841
9.67,6.29,286430.9385
53.33,6.48,111551.2801
24.84,10.0,311591.5511
22.28,2.94,291471.0943
37.19,5.01,306739.1784
50.37,4.54,104345.7119
21.21,9.71,301654.4355
28.5,5.63,126778.5049
45.68,7.49,282835.0753
55.41,4.03,142093.7534
57.6,7.55,190205.9094
9.69,9.45,195998.6689
25.21,4.65,263076.735
69.17,2.9,416626.6304
19.63,7.94,399129.7357
21.54,6.68,113258.5348
17.03,9.34,179792.2036
41.4,6.04,156291.7125
46.78,6.69,270462.6923
24.76,7.23,233002.9048
39.66,4.81,151577.0948
71.59,5.7,329381.1695
46.35,8.88,278318.661
25.84,3.26,177518.1051
20.51,8.53,286857.3794
64.25,6.68,225913.5844
39.53,1.42,171925.6082
23.37,5.76,201157.2822
76.47,4.3,227861.6369
42.96,9.3,265068.4697
18.34,5.91,190078.5479
38.31,8.25,111939.1888
40.63,9.45,579001.6333
24.96,6.34,254900.1712
11.48,6.92,548884.3065
10.88,8.51,150126.3934
60.77,10.0,299565.611
43.53,7.67,397269.967
67.71,4.92,327068.3617
13.81,6.26,195297.2596
41.81,6.31,384728.6432
54.95,8.88,632980.112
26.2,5.88,312620.9171
17.82,4.89,166175.7552
39.13,4.44,276102.4432
60.17,8.79,448776.4174
30.04,8.61,204027.4388
11.27,5.56,435944.4423
69.0,5.78,271531.6073
22.74,9.06,456311.9426
24.85,7.92,819756.8075
24.08,6.34,173899.5665
27.9,8.19,278518.2929
28.12,4.45,96016.41834
58.18,5.52,363914.6366
33.51,6.92,186324.8193
33.92,6.18,190132.4176
41.11,6.47,231746.2944
39.32,6.42,398073.4053
29.98,6.68,232410.9649
4.65,8.12,101236.1876
6.82,5.84,294572.4649
17.23,8.6,112204.4099
58.86,3.83,262803.5963
27.02,10.0,470273.5243
14.94,5.43,251064.3973
26.28,7.0,339540.6449
1.03,7.38,411337.1456
53.94,6.33,189156.7895
29.02,8.43,468472.1179
3.07,6.33,277700.7131
16.65,9.36,492873.3022
33.75,6.65,668295.4842
17.7,9.61,293364.156
40.87,5.96,295184.9616
17.31,5.49,326752.5584
45.9,5.48,108336.1425
12.97,10.0,289352.8122
6.51,8.43,288045.5479
9.42,10.0,383859.4941
21.94,6.61,387076.1872
25.86,4.66,211981.4799
45.22,7.38,223367.7467
74.56,3.66,350686.3764
7.63,4.43,122016.6518
50.2,6.46,201989.3311
41.85,6.41,338380.9694
44.25,5.99,99926.50041
29.37,6.9,296536.7354
37.46,6.65,417551.268
13.0,8.29,409291.9788
62.46,10.0,338560.184
42.48,4.36,134447.8725
5.18,10.0,356250.7195
44.97,4.53,214448.7043
62.88,4.8,118517.5122
9.16,8.23,453237.3277
26.46,7.71,682995.0557
16.39,7.81,578788.0282
7.63,6.5,144597.1668
48.71,8.31,296317.4918
49.62,5.92,165950.2086
19.2,10.0,256648.7761
31.21,6.41,426242.3791
10.89,7.87,155913.4548
31.62,7.28,290455.1881
56.65,5.97,391493.9671
37.11,6.61,255148.639
40.27,6.6,178507.514
57.19,8.84,364999.49
57.53,6.24,230854.4814
22.04,7.07,182530.0161
43.63,6.49,372771.7711
35.01,4.56,401205.3247
21.28,9.41,350823.0371
14.58,9.59,164664.3915
14.01,5.19,96713.65354
25.09,5.92,217778.2459
19.55,7.5,233917.4045
54.31,3.28,202878.4811
0.16,9.51,350619.7241
45.29,8.26,354268.4129
9.66,5.15,251984.0737
8.15,7.36,346404.9159
32.45,3.59,308828.2779
19.52,8.46,689398.8244
18.49,8.48,135470.4414
30.03,9.64,397874.7103
16.56,9.54,403389.7835
46.25,5.66,212846.8827
0.92,8.06,277537.2027
26.02,4.83,379268.1187
49.0,4.69,298752.8523
21.61,6.94,528127.8507
0.46,10.0,491058.1524
17.14,8.39,346591.1288
13.4,9.46,360835.3173
33.09,5.65,265916.5792
38.42,9.28,451105.5525
21.04,8.73,695356.7368
18.33,9.18,739816.9259
50.3,5.26,122975.5391
1.27,8.23,240135.3011
43.05,6.8,548590.0138
38.4,4.16,200818.954
55.64,6.77,239811.194
55.18,5.0,110427.8589
20.1,8.54,524579.4399
32.81,7.43,209759.2238
23.96,5.1,186897.8253
30.2,4.22,334719.6051
17.7,5.14,172692.171
30.67,9.24,403224.7699
20.38,7.89,381405.3245
6.15,6.93,197633.9779
18.62,8.49,323908.0938
37.67,6.7,402121.6345
15.14,7.21,568904.4179
3.31,10.0,384219.8759
24.07,8.83,197703.9644
27.35,5.85,269144.7304
55.6,3.19,336939.7982
48.21,6.02,307105.4905
34.78,4.96,197747.4995
20.0,10.0,437769.4065
13.62,6.7,144160.3422
32.08,9.31,348768.5642
35.64,7.85,235796.2815
19.75,7.46,349996.2652
5.12,3.46,163677.9423
6.11,8.04,394010.6991
24.7,7.41,181669.9418
19.22,6.7,161999.2888
28.49,6.01,179729.0412
43.77,4.04,158916.1659
18.84,8.18,406831.7743
36.34,9.72,553379.1957
19.36,7.51,459398.3591
43.73,8.79,724198.9065
10.67,6.34,248188.2014
51.18,5.21,274713.7644
18.71,4.44,200754.4642
40.61,1.67,252073.0135
10.81,5.05,264833.5258
52.56,6.46,282926.7594
